# Data taken from https://www.pokewiki.de/
german,path,rn,generation,color,english,ep_to_100,gender,size,types,weight,attack,speed,hp,attack_special,defense_special,defense
Flapteryx,https://www.pokewiki.de/Flapteryx,566,5. Generation‍,Gelb,Archen,1.000.000,"87,5% ♂ 12,5% ♀","0,6 m",Gestein Flug,"9,5 kg",112,70,55,74,45,45
Aeropteryx,https://www.pokewiki.de/Aeropteryx,567,5. Generation‍,Gelb,Archeops,1.000.000,"87,5% ♂ 12,5% ♀","1,4 m",Gestein Flug,"32,0 kg",140,110,75,112,65,65
Unratütox,https://www.pokewiki.de/Unrat%C3%BCtox,568,5. Generation‍,Grün,Trubbish,1.000.000,50% ♂ 50% ♀,"0,6 m",Gift,"31,0 kg",50,65,50,40,62,62
Deponitox,https://www.pokewiki.de/Deponitox,569,5. Generation‍,Grün,Garbodor,1.000.000,50% ♂ 50% ♀,"1,9 m",Gift,"107,3 kg",95,75,80,60,82,82
Zorua,https://www.pokewiki.de/Zorua,570,5. Generation‍,Grau,Zorua,1.059.860,"87,5% ♂ 12,5% ♀","0,7 m",Unlicht,"12,5 kg",65,65,40,80,40,40
Zoroark,https://www.pokewiki.de/Zoroark,571,5. Generation‍,Grau,Zoroark,1.059.860,"87,5% ♂ 12,5% ♀","1,6 m",Unlicht,"81,1 kg",105,105,60,120,60,60
Picochilla,https://www.pokewiki.de/Picochilla,572,5. Generation‍,Grau,Minccino,800.000,25% ♂ 75%♀,"0,4 m",Normal,"5,8 kg",50,85,55,40,40,40
Chillabell,https://www.pokewiki.de/Chillabell,573,5. Generation‍,Grau,Cinccino,800.000,25% ♂ 75% ♀,"0,5 m",Normal,"7,5 kg",95,115,75,65,60,60
Mollimorba,https://www.pokewiki.de/Mollimorba,574,5. Generation‍,Violett,Gothita,1.059.860,25% ♂ 75% ♀,"0,4 m",Psycho,"5,8 kg",30,45,45,55,65,50
Hypnomorba,https://www.pokewiki.de/Hypnomorba,575,5. Generation‍,Violett,Gothorita,1.059.860,25% ♂ 75% ♀,"0,7 m",Psycho,"18,0 kg",45,55,60,75,85,70
Morbitesse,https://www.pokewiki.de/Morbitesse,576,5. Generation‍,Violett,Gothitelle,1.059.860,25% ♂ 75% ♀,"1,5 m",Psycho,"44,0 kg",55,65,70,95,110,95
Monozyto,https://www.pokewiki.de/Monozyto,577,5. Generation‍,Grün,Solosis,1.059.860,50% ♂ 50% ♀,"0,3 m",Psycho,"1,0 kg",30,20,45,105,50,40
Mitodos,https://www.pokewiki.de/Mitodos,578,5. Generation‍,Grün,Duosion,1.059.860,50% ♂ 50% ♀,"0,6 m",Psycho,"8,0 kg",40,30,65,125,60,50
Zytomega,https://www.pokewiki.de/Zytomega,579,5. Generation‍,Grün,Reuniclus,1.059.860,50% ♂ 50% ♀,"1,0 m",Psycho,"20,1 kg",65,30,110,125,85,75
Piccolente,https://www.pokewiki.de/Piccolente,580,5. Generation‍,Blau,Ducklett,1.000.000,50% ♂ 50% ♀,"0,5 m",Wasser Flug,"5,5 kg",44,55,62,44,50,50
Swaroness,https://www.pokewiki.de/Swaroness,581,5. Generation‍,Weiß,Swanna,1.000.000,50% ♂ 50% ♀,"1,3 m",Wasser Flug,"24,2 kg",87,98,75,87,63,63
Gelatini,https://www.pokewiki.de/Gelatini,582,5. Generation‍,Weiß,Vanillite,1.250.000,50% ♂ 50% ♀,"0,4 m",Eis,"5,7 kg",50,44,36,65,60,50
Gelatroppo,https://www.pokewiki.de/Gelatroppo,583,5. Generation‍,Weiß,Vanillish,1.250.000,50% ♂ 50% ♀,"1,1 m",Eis,"41,0 kg",65,59,51,80,75,65
Gelatwino,https://www.pokewiki.de/Gelatwino,584,5. Generation‍,Weiß,Vanilluxe,1.250.000,50% ♂ 50% ♀,"1,3 m",Eis,"57,5 kg",95,79,71,110,95,85
Sesokitz,https://www.pokewiki.de/Sesokitz,585,5. Generation‍,Gelb,Deerling,1.000.000,50% ♂ 50% ♀,"0,6 m",Normal Pflanze,"19,5 kg",60,75,60,40,50,50
Kronjuwild,https://www.pokewiki.de/Kronjuwild,586,5. Generation‍,Braun,Sawsbuck,1.000.000,50% ♀ 50% ♂,"1,9 m",Normal Pflanze,"92,5 kg",100,95,80,60,70,70
Emolga,https://www.pokewiki.de/Emolga,587,5. Generation‍,Weiß,Emolga,1.000.000,50% ♂ 50% ♀,"0,4 m",Elektro Flug,"5,0 kg",75,103,55,75,60,60
Laukaps,https://www.pokewiki.de/Laukaps,588,5. Generation‍,Blau,Karrablast,1.000.000,50% ♂ 50% ♀,"0,5 m",Käfer,"5,9 kg",75,60,50,40,45,45
Cavalanzas,https://www.pokewiki.de/Cavalanzas,589,5. Generation‍,Grau,Escavalier,1.000.000,50% ♂ 50% ♀,"1,0 m",Käfer Stahl,"33,0 kg",135,20,70,60,105,105
Tarnpignon,https://www.pokewiki.de/Tarnpignon,590,5. Generation‍,Weiß,Foongus,1.000.000,50% ♂ 50% ♀,"0,2 m",Pflanze Gift,"1,0 kg",55,15,69,55,55,45
Hutsassa,https://www.pokewiki.de/Hutsassa,591,5. Generation‍,Weiß,Amoonguss,1.000.000,50% ♂ 50% ♀,"0,6 m",Pflanze Gift,"10,5 kg",85,30,114,85,80,70
Quabbel,https://www.pokewiki.de/Quabbel,592,5. Generation‍,Weiß,Frillish,1.000.000,50% ♂ 50% ♀,"1,2 m",Wasser Geist,"33,0 kg",40,40,55,65,85,50
Apoquallyp,https://www.pokewiki.de/Apoquallyp,593,5. Generation‍,Weiß,Jellicent,1.000.000,50% ♂ 50% ♀,"2,2 m",Wasser Geist,"135,0 kg",60,60,100,85,105,70
Mamolida,https://www.pokewiki.de/Mamolida,594,5. Generation‍,Rosa,Alomomola,800.000,50% ♂ 50% ♀,"1,2 m",Wasser,"31,6 kg",75,65,165,40,45,80
Wattzapf,https://www.pokewiki.de/Wattzapf,595,5. Generation‍,Gelb,Joltik,1.000.000,50% ♂ 50% ♀,"0,1 m",Käfer Elektro,"0,6 kg",47,65,50,57,50,50
Voltula,https://www.pokewiki.de/Voltula,596,5. Generation‍,Gelb,Galvantula,1.000.000,50% ♂ 50% ♀,"0,8 m",Käfer Elektro,"14,3 kg",77,108,70,97,60,60
Kastadur,https://www.pokewiki.de/Kastadur,597,5. Generation‍,Grau,Ferroseed,1.000.000,50% ♂ 50% ♀,"0,6 m",Pflanze Stahl,"18,8 kg",50,10,44,24,86,91
Tentantel,https://www.pokewiki.de/Tentantel,598,5. Generation‍,Grau,Ferrothorn,1.000.000,50% ♂ 50% ♀,"1,0 m",Pflanze Stahl,"110,0 kg",94,20,74,54,116,131
Klikk,https://www.pokewiki.de/Klikk,599,5. Generation‍,Grau,Klink,1.059.860,—,"0,3 m",Stahl,"21,0 kg",55,30,40,45,60,70
Kliklak,https://www.pokewiki.de/Kliklak,600,5. Generation‍,Grau,Klang,1.059.860,—,"0,6 m",Stahl,"51,0 kg",80,50,60,70,85,95
Klikdiklak,https://www.pokewiki.de/Klikdiklak,601,5. Generation‍,Grau,Klinklang,1.059.860,—,"0,6 m",Stahl,"81,0 kg",100,90,60,70,85,115
Zapplardin,https://www.pokewiki.de/Zapplardin,602,5. Generation‍,Weiß,Tynamo,1.250.000,50% ♂ 50% ♀,"0,2 m",Elektro,"0,3 kg",55,60,35,45,40,40
Zapplalek,https://www.pokewiki.de/Zapplalek,603,5. Generation‍,Blau,Eelektrik,1.250.000,50% ♂ 50% ♀,"1,2 m",Elektro,22 kg,85,40,65,75,70,70
Zapplarang,https://www.pokewiki.de/Zapplarang,604,5. Generation‍,Blau,Eelektross,1.250.000,50% ♂ 50% ♀,"2,1 m",Elektro,"80,5 kg",115,50,85,105,80,80
Pygraulon,https://www.pokewiki.de/Pygraulon,605,5. Generation‍,Blau,Elgyem,1.000.000,50% ♂ 50% ♀,"0,5 m",Psycho,"9,0 kg",55,30,55,85,55,55
Megalon,https://www.pokewiki.de/Megalon,606,5. Generation‍,Braun,Beheeyem,1.000.000,50% ♂ 50% ♀,"1,0 m",Psycho,"34,5 kg",75,40,75,125,95,75
Lichtel,https://www.pokewiki.de/Lichtel,607,5. Generation‍,Weiß,Litwick,1.059.860,50% ♂ 50% ♀,"0,3 m",Geist Feuer,"3,1 kg",30,20,50,65,55,55
Laternecto,https://www.pokewiki.de/Laternecto,608,5. Generation‍,Schwarz,Lampent,1.059.860,50% ♂ 50% ♀,"0,6 m",Geist Feuer,"13,0 kg",40,55,60,95,60,60
Skelabra,https://www.pokewiki.de/Skelabra,609,5. Generation‍,Schwarz,Chandelure,1.059.860,50% ♂ 50% ♀,"1,0 m",Geist Feuer,"34,3 kg",55,80,60,145,90,90
Milza,https://www.pokewiki.de/Milza,610,5. Generation‍,Grün,Axew,1.250.000,50% ♂ 50% ♀,"0,6 m",Drache,"18,0 kg",87,57,46,30,40,60
Sharfax,https://www.pokewiki.de/Sharfax,611,5. Generation‍,Grün,Fraxure,1.250.000,50% ♂ 50% ♀,"1,0 m",Drache,"36,0 kg",117,67,66,40,50,70
Maxax,https://www.pokewiki.de/Maxax,612,5. Generation‍,Gelb,Haxorus,1.250.000,50% ♂ 50% ♀,"1,8 m",Drache,"105,5 kg",147,97,77,60,70,90
Petznief,https://www.pokewiki.de/Petznief,613,5. Generation‍,Weiß,Cubchoo,1.000.000,50% ♂ 50% ♀,"0,5 m",Eis,"8,5 kg",70,40,55,60,40,40
Siberio,https://www.pokewiki.de/Siberio,614,5. Generation‍,Weiß,Beartic,1.000.000,50% ♂ 50% ♀,"2,6 m",Eis,"260,0 kg",130,50,95,70,80,80
Frigometri,https://www.pokewiki.de/Frigometri,615,5. Generation‍,Blau,Cryogonal,1.000.000,—,"1,1 m",Eis,"148,0 kg",50,105,80,95,135,50
Schnuthelm,https://www.pokewiki.de/Schnuthelm,616,5. Generation‍,Rot,Shelmet,1.000.000,50% ♂ 50% ♀,"0,4 m",Käfer,"7,7 kg",40,25,50,40,65,85
Hydragil,https://www.pokewiki.de/Hydragil,617,5. Generation‍,Rot,Accelgor,1.000.000,50% ♂ 50% ♀,"0,8 m",Käfer,"25,3 kg",70,145,80,100,60,40
Flunschlik,https://www.pokewiki.de/Flunschlik,618,5. Generation‍,Braun,Stunfisk,1.000.000,50% ♂ 50% ♀,"0,7 m",Boden Elektro,"11,0 kg",66,32,109,81,99,84
Lin-Fu,https://www.pokewiki.de/Lin-Fu,619,5. Generation‍,Gelb,Mienfoo,1.059.860,50% ♂ 50% ♀,"0,9 m",Kampf,"20,0 kg",85,65,45,55,50,50
Wie-Shu,https://www.pokewiki.de/Wie-Shu,620,5. Generation‍,Violett,Mienshao,1.059.860,50% ♂ 50% ♀,"1,4 m",Kampf,"35,5 kg",125,105,65,95,60,60
Shardrago,https://www.pokewiki.de/Shardrago,621,5. Generation‍,Rot,Druddigon,1.000.000,50% ♂ 50% ♀,"1,6 m",Drache,"139,0 kg",120,48,77,60,90,90
Golbit,https://www.pokewiki.de/Golbit,622,5. Generation‍,Grün,Golett,1.000.000,—,"1,0 m",Boden Geist,"92,0 kg",74,35,59,35,50,50
Golgantes,https://www.pokewiki.de/Golgantes,623,5. Generation‍,Grün,Golurk,1.000.000,—,"2,8 m",Boden Geist,"330,0 kg",124,55,89,55,80,80
Gladiantri,https://www.pokewiki.de/Gladiantri,624,5. Generation‍,Rot,Pawniard,1.000.000,50% ♂ 50% ♀,"0,5 m",Unlicht Stahl,"10,2 kg",85,60,45,40,40,70
Caesurio,https://www.pokewiki.de/Caesurio,625,5. Generation‍,Rot,Bisharp,1.000.000,50% ♂ 50% ♀,"1,6 m",Unlicht Stahl,"70,0 kg",125,70,65,60,70,100
Bisofank,https://www.pokewiki.de/Bisofank,626,5. Generation‍,Braun,Bouffalant,1.000.000,50% ♂ 50% ♀,"1,6 m",Normal,"94,6 kg",110,55,95,40,95,95
Geronimatz,https://www.pokewiki.de/Geronimatz,627,5. Generation‍,Weiß,Rufflet,1.250.000,100% ♂,"0,5 m",Normal Flug,"10,5 kg",83,60,70,37,50,50
Washakwil,https://www.pokewiki.de/Washakwil,628,5. Generation‍,Rot,Braviary,1.250.000,100% ♂,"1,5 m",Normal Flug,"41,0 kg",123,80,100,57,75,75
Skallyk,https://www.pokewiki.de/Skallyk,629,5. Generation‍,Braun,Vullaby,1.250.000,100% ♀,"0,5 m",Unlicht Flug,"9,0 kg",55,60,70,45,65,75
Grypheldis,https://www.pokewiki.de/Grypheldis,630,5. Generation‍,Braun,Mandibuzz,1.250.000,100% ♀,"1,2 m",Unlicht Flug,"39,5 kg",65,80,110,55,95,105
Furnifraß,https://www.pokewiki.de/Furnifra%C3%9F,631,5. Generation‍,Rot,Heatmor,1.000.000,50% ♂ 50% ♀,"1,4 m",Feuer,"58,0 kg",97,65,85,105,66,66
Fermicula,https://www.pokewiki.de/Fermicula,632,5. Generation‍,Grau,Durant,1.000.000,50% ♂ 50% ♀,"0,3 m",Käfer Stahl,"33,0 kg",109,109,58,48,48,112
Kapuno,https://www.pokewiki.de/Kapuno,633,5. Generation‍,Blau,Deino,1.250.000,50% ♂ 50% ♀,"0,8 m",Unlicht Drache,"17,3 kg",65,38,52,45,50,50
Duodino,https://www.pokewiki.de/Duodino,634,5. Generation‍,Blau,Zweilous,1.250.000,50% ♂ 50% ♀,"1,4 m",Unlicht Drache,"50,0 kg",85,58,72,65,70,70
Trikephalo,https://www.pokewiki.de/Trikephalo,635,5. Generation‍,Blau,Hydreigon,1.250.000,50% ♂ 50% ♀,"1,8 m",Unlicht Drache,"160,0 kg",105,98,92,125,90,90
Ignivor,https://www.pokewiki.de/Ignivor,636,5. Generation‍,Weiß,Larvesta,1.250.000,50% ♂ 50% ♀,"1,1 m",Käfer Feuer,"28,8 kg",85,60,55,50,55,55
Ramoth,https://www.pokewiki.de/Ramoth,637,5. Generation‍,Weiß,Volcarona,1.250.000,50% ♂ 50 ♀,"1,6 m",Käfer Feuer,"46,0 kg",60,100,85,135,105,65
Kobalium,https://www.pokewiki.de/Kobalium,638,5. Generation‍,Blau,Cobalion,1.250.000,—,"2,1 m",Stahl Kampf,"250,0 kg",90,108,91,90,72,129
Terrakium,https://www.pokewiki.de/Terrakium,639,5. Generation‍,Grau,Terrakion,1.250.000,—,"1,9 m",Gestein Kampf,"260,0 kg",129,108,91,72,90,90
Viridium,https://www.pokewiki.de/Viridium,640,5. Generation‍,Grün,Virizion,1.250.000,—,"2,0 m",Pflanze Kampf,"200,0 kg",90,108,91,90,129,72
Boreos,https://www.pokewiki.de/Boreos,641,5. Generation‍,Grün,Tornadus,1.250.000,100% ♂,"1,5 m (Inkarnationsform)1,4 m (Tiergeistform)",Flug,"63,0 kg",115,111,79,125,80,70
Voltolos,https://www.pokewiki.de/Voltolos,642,5. Generation‍,Blau,Thundurus,1.250.000,100% ♂,"1,5 m (Inkarnationsform) 3,0 m (Tiergeistform)",Elektro Flug,"61,0 kg",115,111,79,125,80,70
Reshiram,https://www.pokewiki.de/Reshiram,643,5. Generation‍,Weiß,Reshiram,1.250.000,—,"3,2 m",Drache Feuer,"330,0 kg",120,90,100,150,120,100
Zekrom,https://www.pokewiki.de/Zekrom,644,5. Generation‍,Schwarz,Zekrom,1.250.000,—,"2,9 m",Drache Elektro,"345,0 kg",150,90,100,120,100,120
Demeteros,https://www.pokewiki.de/Demeteros,645,5. Generation‍,Braun,Landorus,1.250.000,100% ♂,"1,5 m (Inkarnationsform) 1,3 m (Tiergeistform)",Boden Flug,"68,0 kg",125,101,89,115,80,90
Kyurem,https://www.pokewiki.de/Kyurem,646,5. Generation‍,Grau,Kyurem,1.250.000,—,"3,0 m3,3 m (Schwarzes Kyurem)3,6 m (Weißes Kyurem)",Drache Eis,"325,0 kg",130,95,125,130,90,90
Keldeo,https://www.pokewiki.de/Keldeo,647,5. Generation‍,Gelb,Keldeo,1.250.000,—,"1,4 m",Wasser Kampf,"48,5 kg",72,108,91,129,90,90
Meloetta,https://www.pokewiki.de/Meloetta,648,5. Generation‍,Weiß,Meloetta,1.250.000,—,"0,6 m",Normal Psycho (Gesangsform)Normal Kampf (Tanzform),"6,5 kg",77,90,100,128,128,77
Genesect,https://www.pokewiki.de/Genesect,649,5. Generation‍,Violett,Genesect,1.250.000,—,"1,5 m",Käfer Stahl,"82,5 kg",120,99,71,120,95,95
Igamaro,https://www.pokewiki.de/Igamaro,650,6. Generation‍,Grün,Chespin,1.059.860,"87,5% ♂ 12,5% ♀","0,4 m",Pflanze,"9,0 kg",61,38,56,48,45,65
Igastarnish,https://www.pokewiki.de/Igastarnish,651,6. Generation‍,Grün,Quilladin,1.059.860,"87,5% ♂ 12,5% ♀","0,7 m",Pflanze,"29,0 kg",78,57,61,56,58,95
Brigaron,https://www.pokewiki.de/Brigaron,652,6. Generation‍,Grün,Chesnaught,1.059.860,"87,5% ♂ 12,5% ♀","1,6 m",Pflanze Kampf,"90,0 kg",107,64,88,74,75,122
Fynx,https://www.pokewiki.de/Fynx,653,6. Generation‍,Rot,Fennekin,1.059.860,"87,5% ♂ 12,5% ♀","0,4 m",Feuer,"9,4 kg",45,60,40,62,60,40
Rutena,https://www.pokewiki.de/Rutena,654,6. Generation‍,Rot,Braixen,1.059.860,"87,5% ♂ 12,5% ♀","1,0 m",Feuer,"14,5 kg",59,73,59,90,70,58
Fennexis,https://www.pokewiki.de/Fennexis,655,6. Generation‍,Rot,Delphox,1.059.860,"87,5% ♂ 12,5% ♀","1,5 m",Feuer Psycho,"39,0 kg",69,104,75,114,100,72
Froxy,https://www.pokewiki.de/Froxy,656,6. Generation‍,Blau,Froakie,1.059.860,"87,5% ♂ 12,5% ♀","0,3 m",Wasser,"7,0 kg",56,71,41,62,44,40
Amphizel,https://www.pokewiki.de/Amphizel,657,6. Generation‍,Blau,Frogadier,1.059.860,"87,5% ♂ 12,5% ♀","0,6 m",Wasser,"10,9 kg",63,97,54,83,56,52
Quajutsu,https://www.pokewiki.de/Quajutsu,658,6. Generation‍,Blau,Greninja,1.059.860,"87,5% ♂ 12,5% ♀","1,5 m",Wasser Unlicht,"40,0 kg",95,122,72,103,71,67
Scoppel,https://www.pokewiki.de/Scoppel,659,6. Generation‍,Braun,Bunnelby,1.000.000,50% ♂ 50% ♀,"0,4 m",Normal,"5,0 kg",36,57,38,32,36,38
Grebbit,https://www.pokewiki.de/Grebbit,660,6. Generation‍,Braun,Diggersby,1.000.000,50% ♂ 50% ♀,"1,0 m",Normal Boden,"42,4 kg",56,78,85,50,77,77
Dartiri,https://www.pokewiki.de/Dartiri,661,6. Generation‍,Rot,Fletchling,1.059.860,50% ♂ 50% ♀,"0,3 m",Normal Flug,"1,7 kg",50,62,45,40,38,43
Dartignis,https://www.pokewiki.de/Dartignis,662,6. Generation‍,Rot,Fletchinder,1.059.860,50% ♂ 50% ♀,"0,7 m",Feuer Flug,"16,0 kg",73,84,62,56,52,55
Fiaro,https://www.pokewiki.de/Fiaro,663,6. Generation‍,Rot,Talonflame,1.059.860,50% ♂ 50% ♀,"1,2 m",Feuer Flug,"24,5 kg",81,126,78,74,69,71
Purmel,https://www.pokewiki.de/Purmel,664,6. Generation‍,Schwarz,Scatterbug,1.000.000,50% ♂ 50% ♀,"0,3 m",Käfer,"2,5 kg",35,35,38,27,25,40
Puponcho,https://www.pokewiki.de/Puponcho,665,6. Generation‍,Schwarz,Spewpa,1.000.000,50% ♂ 50% ♀,"0,3 m",Käfer,"8,4 kg",22,29,45,27,30,60
Vivillon,https://www.pokewiki.de/Vivillon,666,6. Generation‍,Schwarz,Vivillon,1.000.000,50% ♂ 50% ♀,"1,2 m",Käfer Flug,"17,0 kg",52,89,80,90,50,50
Leufeo,https://www.pokewiki.de/Leufeo,667,6. Generation‍,Braun,Litleo,1.059.860,"12,5% ♂ 87,5% ♀","0,6 m",Feuer Normal,"13,5 kg",50,72,62,73,54,58
Pyroleo,https://www.pokewiki.de/Pyroleo,668,6. Generation‍,Braun,Pyroar,1.059.860,"12,5% ♂ 87,5% ♀","1,5 m",Feuer Normal,"81,5 kg",68,106,86,109,66,72
Flabébé,https://www.pokewiki.de/Flab%C3%A9b%C3%A9,669,6. Generation‍,Weiß,Flabébé,1.000.000,100% ♀,"0,1 m",Fee,"0,1 kg",38,42,44,61,79,39
Floette,https://www.pokewiki.de/Floette,670,6. Generation‍,Weiß,Floette,1.000.000,100% ♀,"0,2 m",Fee,"0,9 kg",45,52,54,75,98,47
Florges,https://www.pokewiki.de/Florges,671,6. Generation‍,Weiß,Florges,1.000.000,100% ♀,"1,1 m",Fee,"10,0 kg",65,75,78,112,154,68
Mähikel,https://www.pokewiki.de/M%C3%A4hikel,672,6. Generation‍,Braun,Skiddo,1.000.000,50% ♂ 50% ♀,"0,9 m",Pflanze,"31,0 kg",65,52,66,62,57,48
Chevrumm,https://www.pokewiki.de/Chevrumm,673,6. Generation‍,Braun,Gogoat,1.000.000,50% ♂ 50% ♀,"1,7 m",Pflanze,"91,0 kg",100,68,123,97,81,62
Pam-Pam,https://www.pokewiki.de/Pam-Pam,674,6. Generation‍,Weiß,Pancham,1.000.000,50% ♂ 50% ♀,"0,6 m",Kampf,"8,0 kg",84,43,67,46,48,62
Pandagro,https://www.pokewiki.de/Pandagro,675,6. Generation‍,Weiß,Pangoro,1.000.000,50% ♂ 50% ♀,"2,1 m",Kampf Unlicht,"136,0 kg",124,58,95,69,71,78
Coiffwaff,https://www.pokewiki.de/Coiffwaff,676,6. Generation‍,Weiß,Furfrou,1.000.000,50% ♂ 50% ♀,"1,2 m",Normal,"28,0 kg",80,102,75,65,90,60
Psiau,https://www.pokewiki.de/Psiau,677,6. Generation‍,Grau,Espurr,1.000.000,50% ♂ 50% ♀,"0,3 m",Psycho,"3,5 kg",48,68,62,63,60,54
Psiaugon,https://www.pokewiki.de/Psiaugon,678,6. Generation‍,Weiß,Meowstic,1.000.000,50% ♂ 50% ♀,"0,6 m",Psycho,"8,5 kg",48,104,74,83,81,76
Gramokles,https://www.pokewiki.de/Gramokles,679,6. Generation‍,Braun,Honedge,1.000.000,50% ♂ 50% ♀,"0,8 m",Stahl Geist,"2,0 kg",80,28,45,35,37,100
Duokles,https://www.pokewiki.de/Duokles,680,6. Generation‍,Braun,Doublade,1.000.000,50% ♂ 50% ♀,"0,8 m",Stahl Geist,"4,5 kg",110,35,59,45,49,150
Durengard,https://www.pokewiki.de/Durengard,681,6. Generation‍,Braun,Aegislash,1.000.000,50% ♂ 50% ♀,"1,7 m",Stahl Geist,"53,0 kg",50,60,60,50,150,150
Parfi,https://www.pokewiki.de/Parfi,682,6. Generation‍,Rosa,Spritzee,1.000.000,50% ♂ 50% ♀,"0,2 m",Fee,"0,5 kg",52,23,78,63,65,60
Parfinesse,https://www.pokewiki.de/Parfinesse,683,6. Generation‍,Rosa,Aromatisse,1.000.000,50% ♂ 50% ♀,"0,8 m",Fee,"15,5 kg",72,29,101,99,89,72
Flauschling,https://www.pokewiki.de/Flauschling,684,6. Generation‍,Weiß,Swirlix,1.000.000,50% ♂ 50% ♀,"0,4 m",Fee,"3,5 kg",48,49,62,59,57,66
Sabbaione,https://www.pokewiki.de/Sabbaione,685,6. Generation‍,Weiß,Slurpuff,1.000.000,50% ♂ 50% ♀,"0,8 m",Fee,"5,0 kg",80,72,82,85,75,86
Iscalar,https://www.pokewiki.de/Iscalar,686,6. Generation‍,Blau,Inkay,1.000.000,50% ♂ 50% ♀,"0,4 m",Unlicht Psycho,"3,5 kg",54,45,53,37,46,53
Calamanero,https://www.pokewiki.de/Calamanero,687,6. Generation‍,Blau,Malamar,1.000.000,50% ♂ 50% ♀,"1,5 m",Unlicht Psycho,"47,0 kg",92,73,86,68,75,88
Bithora,https://www.pokewiki.de/Bithora,688,6. Generation‍,Braun,Binacle,1.000.000,50% ♂ 50% ♀,"0,5 m",Gestein Wasser,"31,0 kg",52,50,42,39,56,67
Thanathora,https://www.pokewiki.de/Thanathora,689,6. Generation‍,Braun,Barbaracle,1.000.000,50% ♂ 50% ♀,"1,3 m",Gestein Wasser,"96,0 kg",105,68,72,54,86,115
Algitt,https://www.pokewiki.de/Algitt,690,6. Generation‍,Braun,Skrelp,1.000.000,50% ♂ 50% ♀,"0,5 m",Gift Wasser,"7,3 kg",60,30,50,60,60,60
Tandrak,https://www.pokewiki.de/Tandrak,691,6. Generation‍,Braun,Dragalge,1.000.000,50% ♂ 50% ♀,"1,8 m",Gift Drache,"81,5 kg",75,44,65,97,123,90
Scampisto,https://www.pokewiki.de/Scampisto,692,6. Generation‍,Blau,Clauncher,1.250.000,50% ♂ 50% ♀,"0,5 m",Wasser,"8,3 kg",53,44,50,58,63,62
Wummer,https://www.pokewiki.de/Wummer,693,6. Generation‍,Blau,Clawitzer,1.250.000,50% ♂ 50% ♀,"1,3 m",Wasser,"35,3 kg",73,59,71,120,89,88
Eguana,https://www.pokewiki.de/Eguana,694,6. Generation‍,Gelb,Helioptile,1.000.000,50% ♂ 50% ♀,"0,5 m",Elektro Normal,"6,0 kg",38,70,44,61,43,33
Elezard,https://www.pokewiki.de/Elezard,695,6. Generation‍,Gelb,Heliolisk,1.000.000,50% ♂ 50% ♀,"1,0 m",Elektro Normal,"21,0 kg",55,109,62,109,94,52
Balgoras,https://www.pokewiki.de/Balgoras,696,6. Generation‍,Braun,Tyrunt,1.000.000,"87,5% ♂ 12,5% ♀","0,8 m",Gestein Drache,"26,0 kg",89,48,58,45,45,77
Monargoras,https://www.pokewiki.de/Monargoras,697,6. Generation‍,Rot,Tyrantrum,1.000.000,"87,5% ♂ 12,5% ♀","2,5 m",Gestein Drache,"270,0 kg",121,71,82,69,59,119
Amarino,https://www.pokewiki.de/Amarino,698,6. Generation‍,Blau,Amaura,1.000.000,"87,5% ♂ 12,5% ♀","1,3 m",Gestein Eis,"25,2 kg",59,46,77,67,63,50
Amagarga,https://www.pokewiki.de/Amagarga,699,6. Generation‍,Blau,Aurorus,1.000.000,"87,5% ♂ 12,5% ♀","2,7 m",Gestein Eis,"225,0 kg",77,58,123,99,92,72
Feelinara,https://www.pokewiki.de/Feelinara,700,6. Generation‍,Rosa,Sylveon,1.000.000,"87,5% ♂ 12,5% ♀","1,0 m",Fee,"23,5 kg",65,60,95,110,130,65
Resladero,https://www.pokewiki.de/Resladero,701,6. Generation‍,Grün,Hawlucha,1.000.000,50% ♂ 50% ♀,"0,8 m",Kampf Flug,"21,5 kg",92,118,78,74,63,75
Dedenne,https://www.pokewiki.de/Dedenne,702,6. Generation‍,Gelb,Dedenne,1.000.000,50% ♂ 50% ♀,"0,2 m",Elektro Fee,"2,2 kg",58,101,67,81,67,57
Rocara,https://www.pokewiki.de/Rocara,703,6. Generation‍,Grau,Carbink,1.250.000,—,"0,3 m",Gestein Fee,"5,7 kg",50,50,50,50,150,150
Viscora,https://www.pokewiki.de/Viscora,704,6. Generation‍,Violett,Goomy,1.250.000,50% ♂ 50% ♀,"0,3 m",Drache,"2,8 kg",50,40,45,55,75,35
Viscargot,https://www.pokewiki.de/Viscargot,705,6. Generation‍,Violett,Sliggoo,1.250.000,50% ♂ 50% ♀,"0,8 m",Drache,"17,5 kg",75,60,68,82,113,53
Viscogon,https://www.pokewiki.de/Viscogon,706,6. Generation‍,Violett,Goodra,1.250.000,50% ♂ 50% ♀,"2,0 m",Drache,"150,5 kg",100,80,90,110,150,70
Clavion,https://www.pokewiki.de/Clavion,707,6. Generation‍,Grau,Klefki,800.000,50% ♂ 50% ♀,"0,2 m",Stahl Fee,"3,0 kg",80,75,57,80,87,91
Paragoni,https://www.pokewiki.de/Paragoni,708,6. Generation‍,Braun,Phantump,1.000.000,50% ♂ 50% ♀,"0,4 m",Geist Pflanze,"7,0 kg",70,38,43,50,60,48
